Protein	Q_Value
HPRR4190307	0.0
HPRR3790306	0.0
HPRR3730146	0.0
HPRR3640011	0.0
HPRR1952500	0.0
HPRR3830287	0.0
HPRR640048	0.0
HPRR1450675	0.0
HPRR3670067	0.0
HPRR3730589	0.0
HPRR340181	0.0
HPRR3950052	0.0
HPRR4000324	0.0
HPRR4030419	0.0
HPRR4190863	0.0
HPRR4030012	0.0
HPRR2500088	0.0
HPRR3730250	0.0
HPRR1951385	0.0
HPRR3760825	0.0
HPRR2250386	0.0
HPRR2010050	0.0
HPRR1951347	0.0
HPRR1951788	0.0
HPRR4220485	0.0
HPRR3760498	0.0
HPRR4350017	0.0
HPRR2390048	0.0
HPRR230870	0.0
HPRR4200118	0.0
HPRR3761047	0.0
HPRR2540567	0.0
HPRR3890095	0.0
HPRR2550362	0.0
HPRR3720617	0.0
HPRR4470196	0.0
HPRR2510213	0.0
HPRR3890842	0.0
HPRR4350028	0.0
HPRR3760142	0.0
HPRR3700338	0.0
HPRR4430109	0.0
HPRR3020476	0.0
HPRR4520046	0.0
HPRR2200011	0.0
HPRR4190190	0.0
HPRR2970116	0.0
HPRR500083	0.0
HPRR3730410	0.0
HPRR4110422	0.0
HPRR3780090	0.0
HPRR2110442	0.0
HPRR1951798	0.0
HPRR280081	0.0
HPRR3780091	0.0
HPRR1450059	0.0
HPRR4030132	0.0
HPRR4320491	0.0
HPRR2551682	0.0
HPRR4000237	0.0
HPRR2700179	0.0
HPRR4000109	0.0
HPRR4290976	0.0
HPRR3090113	0.0
HPRR3760365	0.0
HPRR260088	0.0
HPRR232684	0.0
HPRR3720402	0.0
HPRR3770043	0.0
HPRR2390049	0.0
HPRR1951792	0.0
HPRR2390052	0.0
HPRR3890141	0.0
HPRR2320042	0.0
HPRR3830169	0.0
HPRR233074	0.0
HPRR4450234	0.0
HPRR4110358	0.0
HPRR4280057	0.0
HPRR2440405	0.0
HPRR4160788	0.0
HPRR1951371	0.0
HPRR3730022	0.0
HPRR2110498	0.0
HPRR4160447	0.0
HPRR1450073	0.0
HPRR4190087	0.0
HPRR680239	0.0
HPRR3790495	0.0
HPRR2700128	0.0
HPRR3920089	0.0
HPRR4220263	0.0
HPRR1951431	0.0
HPRR4060165	0.0
HPRR2550550	0.0
HPRR4060158	0.0
HPRR280111	0.0
HPRR4110123	0.0
HPRR3760711	0.0
HPRR2551184	0.0
HPRR4320282	0.0
HPRR4050552	0.0
HPRR2552126	0.0
HPRR4050190	0.0
HPRR230897	0.0
HPRR290033	0.0
HPRR3940080	0.0
HPRR340034	0.0
HPRR3120119	0.0
HPRR4500051	0.0
HPRR1952061	0.0
HPRR2110077	0.0
HPRR3730453	0.0
HPRR2551249	0.0
HPRR3760434	0.0
HPRR360208	0.0
HPRR4240053	0.0
HPRR1951865	0.0
HPRR2501480	0.0
HPRR4420246	0.0
HPRR2760146	0.0
HPRR4470205	0.0
HPRR4160302	0.0
HPRR4030471	0.0
HPRR2440760	0.0
HPRR2550573	0.0
HPRR3760527	0.0
HPRR4350072	0.0
HPRR2760180	0.0
HPRR3720023	0.0
HPRR2810004	0.0
HPRR590037	0.0
HPRR3830237	0.0
HPRR2490019	0.0
HPRR1950268	0.0
HPRR2500196	0.0
HPRR3790667	0.0
HPRR4030441	0.0
HPRR1951653	0.0
HPRR232666	0.0
HPRR3970058	0.0
HPRR670317	0.0
HPRR4390367	0.0
HPRR4350010	0.0
HPRR390019	0.0
HPRR4440122	0.0
HPRR3730314	0.0
HPRR3970041	0.0
HPRR2551324	0.0
HPRR330275	0.0
HPRR4530049	0.0
HPRR3140345	0.0
HPRR2540609	0.0
HPRR3880239	0.0
HPRR2500368	0.0
HPRR4180065	0.0
HPRR4350071	0.0
HPRR231837	0.0
HPRR4040007	0.0
HPRR3690184	0.0
HPRR2551790	0.0
HPRR2930357	0.0
HPRR1950385	0.0
HPRR4030092	0.0
HPRR4190113	0.0
HPRR1440139	0.0
HPRR3330016	0.0
HPRR4030303	0.0
HPRR4420307	0.0
HPRR2210165	0.0
HPRR4440366	0.0
HPRR4340107	0.0
HPRR2250382	0.0
HPRR4030335	0.0
HPRR1450363	0.0
HPRR3790889	0.0
HPRR2150237	0.0
HPRR4000204	0.0
HPRR1952070	0.0
HPRR4030022	0.0
HPRR1950515	0.0
HPRR3760446	0.0
HPRR2210058	0.0
HPRR3520015	0.0
HPRR2050324	0.0
HPRR4320671	0.0
HPRR2330125	0.0
HPRR4030352	0.0
HPRR2250253	0.0
HPRR670080	0.0
HPRR2760304	0.0
HPRR1950679	0.0
HPRR1840184	0.0
HPRR3000481	0.0
HPRR231541	0.0
HPRR2320220	0.0
HPRR3950025	0.0
HPRR1410063	0.0
HPRR1450208	0.0
HPRR3720421	0.0
HPRR2050032	0.0
HPRR1450358	0.0
HPRR4190550	0.0
HPRR500030	0.0
HPRR2470377	0.0
HPRR2110192	0.0
HPRR4080136	0.0
HPRR3071109	0.0
HPRR2050226	0.0
HPRR4320428	0.0
HPRR2620054	0.0
HPRR4320381	0.0
HPRR140662	0.0
HPRR3450023	0.0
HPRR1060049	0.0
HPRR2310049	0.0
HPRR2390055	0.0
HPRR1370013	0.0
HPRR2280170	0.0
HPRR220635	0.0
HPRR2510306	0.0
HPRR1951263	0.0
HPRR2390061	0.0
HPRR140746	0.0
HPRR4030233	0.0
HPRR3910060	0.0
HPRR3730312	0.0
HPRR2550633	0.0
HPRR340039	0.0
HPRR1951262	0.0
HPRR4470317	0.0
HPRR1010001	0.0
HPRR4290343	0.0
HPRR2650003	0.0
HPRR1850008	0.0
HPRR2441086	0.0
HPRR2310052	0.0
HPRR2750112	0.0
HPRR1470130	0.0
HPRR2540222	0.0
HPRR2320218	0.0
HPRR2260008	0.0
HPRR2090043	0.0
HPRR4420088	0.0
HPRR3730429	0.0
HPRR2360054	0.0
HPRR1410031	0.0
HPRR232384	0.0
HPRR1950075	0.0
HPRR2540430	0.0
HPRR4320450	0.0
HPRR2110489	0.0
HPRR1450141	0.0
HPRR2440464	0.0
HPRR1460001	0.0
HPRR4320393	0.005420054200542005
HPRR4291057	0.005420054200542005
HPRR4320456	0.005420054200542005
HPRR1950229	0.005420054200542005
HPRR4320317	0.005420054200542005
HPRR2810254	0.005420054200542005
HPRR4320680	0.005420054200542005
HPRR2540402	0.005420054200542005
HPRR4320036	0.005420054200542005
HPRR2640146	0.005420054200542005
HPRR2210116	0.016129032258064516
HPRR4320525	0.021333333333333333
HPRR4320257	0.021333333333333333
HPRR1920021	0.026525198938992044
HPRR4320247	0.0316622691292876
HPRR4320337	0.03674540682414698
HPRR4320391	0.05154639175257732
HPRR4320527	0.05154639175257732
HPRR4320010	0.05154639175257732
HPRR4310024	0.05154639175257732
HPRR4320577	0.07124681933842239
HPRR4320084	0.08020050125313283
HPRR4320397	0.08020050125313283
HPRR2150393	0.08020050125313283
HPRR4320359	0.08020050125313283
HPRR4291000	0.0845771144278607
HPRR4320162	0.0845771144278607
HPRR4310055	0.09359605911330049
HPRR4340087	0.09359605911330049
HPRR4320302	0.09803921568627451
HPRR4320468	0.10194174757281553
HPRR4320287	0.10194174757281553
HPRR4320009	0.10194174757281553
HPRR4320413	0.10628019323671498
HPRR4320094	0.11374407582938388
HPRR4320047	0.11374407582938388
HPRR4320220	0.11374407582938388
HPRR4310027	0.11374407582938388
HPRR4320501	0.11374407582938388
HPRR4320660	0.11374407582938388
HPRR4320599	0.13551401869158877
HPRR4320505	0.14385150812064965
HPRR4320026	0.14780600461893764
HPRR4320206	0.1643835616438356
HPRR4320477	0.16818181818181818
HPRR4320316	0.19599109131403117
HPRR4320185	0.19599109131403117
HPRR4320499	0.20750551876379691
HPRR4290914	0.2188183807439825
HPRR4320279	0.2222222222222222
HPRR4320480	0.22559652928416485
HPRR4320341	0.22894168466522677
HPRR4320653	0.23225806451612904
HPRR4320277	0.23554603854389722
HPRR4320272	0.23880597014925373
HPRR4340093	0.2452431289640592
HPRR4340056	0.2452431289640592
HPRR4340011	0.2510460251046025
HPRR4320420	0.2510460251046025
HPRR4320322	0.2510460251046025
HPRR4320532	0.2577962577962578
HPRR4320698	0.2603305785123967
HPRR4320238	0.2603305785123967
HPRR4320253	0.27049180327868855
HPRR4340038	0.2769857433808554
HPRR4030046	0.2799188640973631
HPRR4340067	0.28225806451612906
HPRR4320130	0.28225806451612906
HPRR4320539	0.284
HPRR2180104	0.284
HPRR4320054	0.284
HPRR4320323	0.2891089108910891
HPRR4320284	0.2891089108910891
HPRR4320074	0.2891089108910891
HPRR4320127	0.29133858267716534
HPRR4340076	0.29133858267716534
HPRR4320422	0.30409356725146197
HPRR4320165	0.3067961165048544
HPRR4320237	0.30947775628626695
HPRR4340073	0.3282442748091603
HPRR4320184	0.3301707779886148
HPRR4320265	0.3301707779886148
HPRR4340004	0.3352165725047081
HPRR4320354	0.3352165725047081
HPRR4320073	0.33574007220216606
HPRR4320661	0.33574007220216606
HPRR4320662	0.33574007220216606
HPRR4340012	0.33574007220216606
HPRR4320133	0.33574007220216606
HPRR4320043	0.33574007220216606
HPRR4320388	0.33574007220216606
HPRR4320433	0.33574007220216606
HPRR4310011	0.33574007220216606
HPRR4310047	0.33574007220216606
HPRR4320148	0.33574007220216606
HPRR4320403	0.33574007220216606
HPRR4320638	0.33574007220216606
HPRR4320307	0.33574007220216606
HPRR4320236	0.33574007220216606
HPRR4320513	0.33574007220216606
HPRR4320039	0.33574007220216606
HPRR4320392	0.33574007220216606
HPRR4320092	0.33574007220216606
HPRR4320518	0.3381294964028777
HPRR4320471	0.34050179211469533
HPRR4320370	0.34519572953736655
HPRR4340017	0.34519572953736655
HPRR4320706	0.34690265486725663
HPRR1450319	0.34690265486725663
HPRR4320481	0.35376532399299476
HPRR4320064	0.35376532399299476
HPRR4310018	0.35376532399299476
HPRR4290982	0.35701906412478335
HPRR4340084	0.35701906412478335
HPRR4320712	0.35701906412478335
HPRR4320254	0.35701906412478335
HPRR280079	0.3592400690846287
HPRR4320492	0.3614457831325301
HPRR4320409	0.36363636363636365
HPRR4320137	0.3658119658119658
HPRR4320008	0.36610169491525424
HPRR4320033	0.36610169491525424
HPRR4320412	0.36610169491525424
HPRR4320709	0.36610169491525424
HPRR4320342	0.37355371900826445
HPRR4320075	0.37355371900826445
HPRR4320173	0.37355371900826445
HPRR4320144	0.37355371900826445
HPRR4310009	0.37355371900826445
HPRR4320221	0.37355371900826445
HPRR4340086	0.37355371900826445
HPRR3720166	0.37355371900826445
HPRR4320378	0.37355371900826445
HPRR4320139	0.37355371900826445
HPRR4291022	0.3756177924217463
HPRR4320634	0.37766830870279144
HPRR4340104	0.37970540098199673
HPRR4320384	0.38436482084690554
HPRR4290913	0.39095315024232635
HPRR4320121	0.39095315024232635
HPRR4320138	0.391653290529695
HPRR4320313	0.391653290529695
HPRR4320217	0.391653290529695
HPRR4320161	0.3936
HPRR4320260	0.4050632911392405
HPRR4320681	0.4050632911392405
HPRR4290886	0.4069400630914827
HPRR4320195	0.4088050314465409
HPRR4460007	0.41809672386895474
HPRR4320368	0.42105263157894735
HPRR4320603	0.42105263157894735
HPRR4290900	0.42105263157894735
HPRR4320085	0.4370257966616085
HPRR4320589	0.4370257966616085
HPRR4320201	0.4370257966616085
HPRR4320479	0.4370257966616085
HPRR4320174	0.4370257966616085
HPRR4320451	0.44108761329305135
HPRR4320155	0.4427710843373494
HPRR4320067	0.4431137724550898
HPRR4340032	0.4431137724550898
HPRR4340078	0.4431137724550898
HPRR4320068	0.44709388971684055
HPRR4320263	0.4487369985141159
HPRR4290926	0.4568081991215227
HPRR4291054	0.4568081991215227
HPRR4320218	0.4568081991215227
HPRR4320112	0.4568081991215227
HPRR4320443	0.4568081991215227
HPRR4320243	0.4583941605839416
HPRR4320461	0.4666666666666667
HPRR4291040	0.4668587896253602
HPRR4320470	0.4668587896253602
HPRR4320255	0.4668587896253602
HPRR4340061	0.46771879483500717
HPRR4320066	0.46771879483500717
HPRR4320315	0.4685714285714286
HPRR4320355	0.4685714285714286
HPRR4320649	0.4715909090909091
HPRR4320191	0.4715909090909091
HPRR4340083	0.4717514124293785
HPRR4310056	0.4717514124293785
HPRR4340040	0.4717514124293785
HPRR4320101	0.47538677918424754
HPRR280003	0.4763231197771588
HPRR4320502	0.4763231197771588
HPRR4320421	0.4763231197771588
HPRR4320566	0.4763231197771588
HPRR4320387	0.4763231197771588
HPRR4320572	0.48132780082987553
HPRR4320512	0.48132780082987553
HPRR4320296	0.4827586206896552
HPRR4320524	0.4835164835164835
HPRR4320616	0.4835164835164835
HPRR4320579	0.48567530695770805
HPRR4290977	0.48567530695770805
HPRR4291051	0.48567530695770805
HPRR4320434	0.48846675712347354
HPRR4290983	0.48846675712347354
HPRR4320569	0.489851150202977
HPRR4340015	0.49731182795698925
HPRR4320430	0.500669344042838
HPRR4320618	0.5020026702269693
HPRR4320186	0.5033288948069241
HPRR4320694	0.5046480743691899
HPRR4320692	0.5131578947368421
HPRR4320374	0.5131578947368421
HPRR4320032	0.5163826998689384
HPRR4320233	0.5215123859191656
HPRR4340049	0.5239948119325551
HPRR4320546	0.5239948119325551
HPRR4340102	0.5257731958762887
HPRR4320141	0.5257731958762887
HPRR4291015	0.5257731958762887
HPRR4320363	0.5307692307692308
HPRR4320276	0.5338441890166028
HPRR4320058	0.5355329949238579
HPRR4320059	0.5355329949238579
HPRR4320269	0.5355329949238579
HPRR4320199	0.5390428211586902
HPRR4290895	0.5390428211586902
HPRR4290963	0.5390428211586902
HPRR4320241	0.5420326223337516
HPRR4291021	0.545
HPRR4320465	0.5461346633416458
HPRR4320149	0.5485436893203883
HPRR4320688	0.5485436893203883
HPRR4320087	0.5485436893203883
HPRR4320293	0.5485436893203883
HPRR4320561	0.5485436893203883
HPRR4340057	0.5485436893203883
HPRR4320416	0.5485436893203883
HPRR4340088	0.5485436893203883
HPRR4320097	0.5485436893203883
HPRR4310044	0.5485436893203883
HPRR4320321	0.5485436893203883
HPRR4340034	0.5485436893203883
HPRR4320583	0.5485436893203883
HPRR4320086	0.5485436893203883
HPRR4340071	0.5485436893203883
HPRR4320498	0.549636803874092
HPRR4320613	0.5500603136308806
HPRR4320376	0.5500603136308806
HPRR4320655	0.5511432009626955
HPRR4310065	0.5539568345323741
HPRR4340081	0.5567502986857825
HPRR4320214	0.5581947743467933
HPRR4340096	0.5581947743467933
HPRR4320022	0.5581947743467933
HPRR4320150	0.5585798816568047
HPRR4340077	0.5585798816568047
HPRR4320352	0.5647058823529412
HPRR4310007	0.5657741559953434
HPRR4320107	0.5657741559953434
HPRR4320146	0.5657741559953434
HPRR4340045	0.5657741559953434
HPRR4320106	0.5657741559953434
HPRR4320410	0.5657741559953434
HPRR4290892	0.568445475638051
HPRR4320586	0.5704387990762124
HPRR4320193	0.5704387990762124
HPRR4291026	0.5779816513761468
HPRR4340013	0.5821917808219178
HPRR4291034	0.5831435079726651
HPRR4340103	0.5856980703745743
HPRR4320076	0.5955056179775281
HPRR4320319	0.5955056179775281
HPRR4320595	0.6035634743875279
HPRR540013	0.6035634743875279
HPRR4320606	0.6059933407325194
HPRR4320711	0.6068660022148394
HPRR4320057	0.609271523178808
HPRR4320555	0.6185792349726776
HPRR4340027	0.6185792349726776
HPRR4320678	0.6209150326797386
HPRR4320469	0.6217391304347826
HPRR4320205	0.6218851570964247
HPRR4320262	0.6218851570964247
HPRR4320408	0.6227027027027027
HPRR4320140	0.6229860365198711
HPRR4340046	0.6229860365198711
HPRR4310066	0.6229860365198711
HPRR4320455	0.6229860365198711
HPRR4320157	0.6237942122186495
HPRR4320380	0.6245989304812835
HPRR4320511	0.6283280085197018
HPRR4291008	0.6291179596174282
HPRR4290912	0.6292372881355932
HPRR4320405	0.6292372881355932
HPRR231756	0.6300211416490487
HPRR4320399	0.630801687763713
HPRR4290945	0.6326742976066597
HPRR4320637	0.6326742976066597
HPRR4340064	0.6326742976066597
HPRR4340109	0.6326742976066597
HPRR4340108	0.6326742976066597
HPRR4320628	0.6326742976066597
HPRR4320177	0.6326742976066597
HPRR4320325	0.6326742976066597
HPRR4290883	0.6336429308565531
HPRR4320175	0.6336429308565531
HPRR4340085	0.6336429308565531
HPRR4320605	0.6336429308565531
HPRR4340037	0.6336429308565531
HPRR4320545	0.6351490236382322
HPRR4291052	0.6351490236382322
HPRR4320046	0.6352459016393442
HPRR4320132	0.6352459016393442
HPRR4320308	0.6353421859039836
HPRR4290946	0.6353421859039836
HPRR4320089	0.6355329949238578
HPRR4320072	0.6355329949238578
HPRR4320250	0.6355329949238578
HPRR4340098	0.6355329949238578
HPRR4320294	0.6376518218623481
HPRR4320633	0.6384692849949648
HPRR4320558	0.6384692849949648
HPRR4291014	0.6384692849949648
HPRR4320544	0.6405622489959839
HPRR4340059	0.644
HPRR4291046	0.6442687747035574
HPRR4320134	0.6442687747035574
HPRR4320311	0.6442687747035574
HPRR4340053	0.6442687747035574
HPRR4320587	0.6442687747035574
HPRR4320576	0.6442687747035574
HPRR4320414	0.6442687747035574
HPRR4320652	0.6442687747035574
HPRR4320489	0.6450344149459194
HPRR4320304	0.6450344149459194
HPRR4340063	0.6450344149459194
HPRR4340035	0.6457311089303238
HPRR4320310	0.650390625
HPRR4320515	0.6550048590864918
HPRR4290990	0.6556741028128031
HPRR4320488	0.655705996131528
HPRR4320098	0.655705996131528
HPRR4320204	0.6571428571428571
HPRR4320624	0.6571428571428571
HPRR4290935	0.6571428571428571
HPRR4320163	0.6571428571428571
HPRR4320464	0.6571428571428571
HPRR4320528	0.6571428571428571
HPRR4320356	0.6571428571428571
HPRR4290888	0.6571428571428571
HPRR4320275	0.6571428571428571
HPRR4320336	0.6571428571428571
HPRR4320360	0.6590693257359924
HPRR4320259	0.6591337099811676
HPRR4320299	0.6591337099811676
HPRR4320306	0.6591337099811676
HPRR370244	0.6591337099811676
HPRR4320216	0.6591337099811676
HPRR2551185	0.6591337099811676
HPRR4320400	0.6597744360902256
HPRR4320194	0.6629213483146067
HPRR4320676	0.6635514018691588
HPRR4310067	0.664179104477612
HPRR4320215	0.6641860465116279
HPRR4320168	0.6641860465116279
HPRR4320473	0.6641929499072357
HPRR4320612	0.6641929499072357
HPRR4291025	0.6702033598585323
HPRR4290929	0.6702033598585323
HPRR4340070	0.6702033598585323
HPRR4320550	0.6702033598585323
HPRR4340041	0.6702033598585323
HPRR4320104	0.6702033598585323
HPRR4291016	0.6702033598585323
HPRR4320261	0.6702033598585323
HPRR4320460	0.6702033598585323
HPRR4340044	0.6702033598585323
HPRR4320305	0.6702033598585323
HPRR4340058	0.6702033598585323
HPRR4340051	0.6702033598585323
HPRR4320045	0.6702033598585323
HPRR4290942	0.6702033598585323
HPRR4320650	0.6702033598585323
HPRR4320312	0.6702033598585323
HPRR4320444	0.6702033598585323
HPRR4320014	0.6702033598585323
HPRR4290939	0.6702033598585323
HPRR4320538	0.6702033598585323
HPRR4320346	0.6702033598585323
HPRR4310041	0.6702033598585323
HPRR4320472	0.6702033598585323
HPRR4320271	0.6702033598585323
HPRR4320292	0.6702033598585323
HPRR4320708	0.6702033598585323
HPRR4320042	0.6702033598585323
HPRR4320239	0.6702033598585323
HPRR4291033	0.6702033598585323
HPRR4290940	0.6702033598585323
HPRR4290965	0.6702033598585323
HPRR4320034	0.6742957746478874
HPRR4320156	0.6765994741454864
HPRR4340018	0.6765994741454864
HPRR4320344	0.6817785527462947
HPRR4290959	0.6843455945252352
HPRR4320362	0.6843455945252352
HPRR4320497	0.6843455945252352
HPRR4320357	0.6843455945252352
HPRR4340091	0.6843455945252352
HPRR4320424	0.6843455945252352
HPRR4320171	0.6843455945252352
HPRR4320017	0.6843455945252352
HPRR4320591	0.6843455945252352
HPRR4320635	0.6843455945252352
HPRR4320684	0.6843455945252352
HPRR4320188	0.6843455945252352
HPRR4290931	0.6843455945252352
