Protein	Q_Value
HPRR2550362	0.0
HPRR3720617	0.0
HPRR4470196	0.0
HPRR3890842	0.0
HPRR4350028	0.0
HPRR3760142	0.0
HPRR3700338	0.0
HPRR4430109	0.0
HPRR4520046	0.0
HPRR4190190	0.0
HPRR2970116	0.0
HPRR3730410	0.0
HPRR4110422	0.0
HPRR3780090	0.0
HPRR280081,HPRR3780091	0.0
HPRR4030132	0.0
HPRR4320491	0.0
HPRR4000237	0.0
HPRR4000109	0.0
HPRR4290976	0.0
HPRR3090113	0.0
HPRR3760365	0.0
HPRR3720402	0.0
HPRR3770043	0.0
HPRR2320042,HPRR3890141	0.0
HPRR3830169	0.0
HPRR233074,HPRR4450234	0.0
HPRR4110358	0.0
HPRR4280057	0.0
HPRR4160788	0.0
HPRR3730022	0.0
HPRR2110498	0.0
HPRR4160447	0.0
HPRR4190087	0.0
HPRR3790495	0.0
HPRR3920089	0.0
HPRR4220263	0.0
HPRR1951431	0.0
HPRR4060165	0.0
HPRR4060158	0.0
HPRR4110123	0.0
HPRR3760711	0.0
HPRR4320282	0.0
HPRR2552126,HPRR4050552	0.0
HPRR4050190	0.0
HPRR230897	0.0
HPRR3940080	0.0
HPRR3120119,HPRR4500051	0.0
HPRR3730453	0.0
HPRR3760434	0.0
HPRR4240053	0.0
HPRR2501480	0.0
HPRR4420246	0.0
HPRR2760146	0.0
HPRR4470205	0.0
HPRR4160302	0.0
HPRR4030471	0.0
HPRR3760527	0.0
HPRR4350072	0.0
HPRR3720023	0.0
HPRR3830237	0.0
HPRR3790667	0.0
HPRR4030441	0.0
HPRR3970058	0.0
HPRR4390367	0.0
HPRR4350010	0.0
HPRR4440122	0.0
HPRR3730314	0.0
HPRR3970041	0.0
HPRR4530049	0.0
HPRR3880239	0.0
HPRR4180065	0.0
HPRR4350071	0.0
HPRR231837	0.0
HPRR4040007	0.0
HPRR3690184	0.0
HPRR2551790	0.0
HPRR4030092	0.0
HPRR4190113	0.0
HPRR3330016	0.0
HPRR4030303	0.0
HPRR4420307	0.0
HPRR4440366	0.0
HPRR4340107	0.0
HPRR4030335	0.0
HPRR3790889	0.0
HPRR4000204	0.0
HPRR4030022	0.0
HPRR3760446	0.0
HPRR2210058,HPRR3520015	0.0
HPRR4320671	0.0
HPRR4030352	0.0
HPRR2330125	0.0
HPRR2760304	0.0
HPRR3950025	0.0
HPRR1450208	0.0
HPRR3720421	0.0
HPRR4190550	0.0
HPRR4080136	0.0
HPRR4320428	0.0
HPRR4320381	0.0
HPRR3450023	0.0
HPRR4030233	0.0
HPRR3730312	0.0
HPRR4470317	0.0
HPRR4290343	0.0
HPRR4420088	0.0
HPRR3730429	0.0
HPRR4320450	0.0
HPRR4320393	0.009216589861751152
HPRR4291057	0.009216589861751152
HPRR4320456	0.009216589861751152
HPRR4320317	0.009216589861751152
HPRR4320680	0.009216589861751152
HPRR4320036	0.009216589861751152
HPRR4320525	0.06222222222222222
HPRR4320257	0.06222222222222222
HPRR4320247	0.09565217391304348
HPRR4320337	0.10344827586206896
HPRR4320391	0.13333333333333333
HPRR4320527	0.13333333333333333
HPRR4320010	0.13333333333333333
HPRR4310024	0.13333333333333333
HPRR4320577	0.18548387096774194
HPRR4320084	0.20392156862745098
HPRR4320397	0.20392156862745098
HPRR2150393	0.20392156862745098
HPRR4320359	0.20392156862745098
HPRR4291000	0.20930232558139536
HPRR4320162	0.20930232558139536
HPRR4310055	0.24812030075187969
HPRR4340087	0.24812030075187969
HPRR4320302	0.2537313432835821
HPRR4320468	0.25735294117647056
HPRR4320287	0.25735294117647056
HPRR4320009	0.25735294117647056
HPRR4320413	0.26277372262773724
HPRR4291055	0.2733812949640288
HPRR4320094	0.2733812949640288
HPRR4320047	0.2736842105263158
HPRR4320220	0.2736842105263158
HPRR4310027	0.2736842105263158
HPRR4320501	0.2736842105263158
HPRR4340089	0.2736842105263158
HPRR4320660	0.2736842105263158
HPRR4320599	0.31399317406143346
HPRR4320505	0.32432432432432434
HPRR4320026	0.33444816053511706
HPRR4320206	0.35526315789473684
HPRR4320477	0.35947712418300654
HPRR4320183	0.37942122186495175
HPRR4320316	0.4125
HPRR4320185	0.4125
HPRR4320547	0.4307692307692308
HPRR4320499	0.43425076452599387
