Protein	Q_Value
HPRR4350072	0.0
HPRR1951653	0.0
HPRR4320417	0.0
HPRR4030092	0.0
HPRR3730250	0.0
HPRR2110442	0.0
HPRR4160492	0.0
HPRR4420016	0.0
HPRR4110213	0.0
HPRR4190113	0.0
HPRR4030441	0.0
HPRR4160302	0.0
HPRR2470377	0.0
HPRR4350028	0.0
HPRR1470130	0.0
HPRR2441086	0.0
HPRR3790889	0.0
HPRR4000204	0.0
HPRR2540222	0.0
HPRR3330016	0.0
HPRR140746	0.0
HPRR4040007	0.0
HPRR232666	0.0
HPRR4350071	0.0
HPRR2990028	0.0
HPRR4420088	0.0
HPRR4040278	0.0
HPRR2330128	0.0
HPRR3760365	0.0
HPRR4030352	0.0
HPRR3920089	0.0
HPRR4440122	0.0
HPRR3870078	0.0
HPRR4110252	0.0
HPRR3760008	0.0
HPRR2300033	0.0
HPRR4030528	0.0
HPRR4050190	0.0
HPRR3950052	0.0
HPRR1951788	0.0
HPRR4220485	0.0
HPRR4320123	0.0
HPRR3880239	0.0
HPRR4030303	0.0
HPRR3790667	0.0
HPRR2580010	0.0
HPRR3720402	0.0
HPRR4060128	0.0
HPRR4030233	0.0
HPRR4291008	0.0
HPRR3720532	0.0
HPRR3730022	0.0
HPRR4050261	0.0
HPRR4110123	0.0
HPRR3760498	0.0
HPRR4291057	0.0
HPRR4320381	0.0
HPRR4320653	0.0
HPRR4310047	0.005797101449275362
HPRR4320525	0.005797101449275362
HPRR4320207	0.005797101449275362
HPRR4320299	0.005797101449275362
HPRR4320446	0.005797101449275362
HPRR4320263	0.005797101449275362
HPRR4180150	0.005797101449275362
HPRR4320047	0.005797101449275362
HPRR4320505	0.011527377521613832
HPRR4340083	0.017142857142857144
HPRR2540430	0.017142857142857144
HPRR4320323	0.04456824512534819
HPRR4340079	0.04456824512534819
HPRR4320302	0.04456824512534819
HPRR4320510	0.04456824512534819
HPRR4340104	0.04986149584487535
HPRR4340090	0.05994550408719346
HPRR4320287	0.05994550408719346
HPRR4310024	0.05994550408719346
HPRR4320107	0.05994550408719346
HPRR4320255	0.11578947368421053
HPRR4340044	0.11578947368421053
HPRR4320672	0.12041884816753927
HPRR4320378	0.125
HPRR4340016	0.14871794871794872
HPRR4291054	0.15306122448979592
HPRR4320235	0.1712846347607053
HPRR4320083	0.175
HPRR4340092	0.175
HPRR4320008	0.18362282878411912
HPRR4320470	0.18765432098765433
HPRR3770043	0.19164619164619165
HPRR4320313	0.1951219512195122
HPRR4320224	0.1951219512195122
HPRR4310020	0.2033898305084746
HPRR4320033	0.20722891566265061
HPRR4320029	0.21103117505995203
HPRR4320547	0.21377672209026127
HPRR4320532	0.21377672209026127
HPRR4320042	0.21377672209026127
HPRR4291001	0.2164705882352941
HPRR4320566	0.2164705882352941
HPRR3730276	0.2164705882352941
HPRR4320589	0.2186046511627907
HPRR4320173	0.2186046511627907
HPRR4320632	0.2186046511627907
HPRR4320422	0.2186046511627907
HPRR4320577	0.2222222222222222
HPRR3760696	0.22528735632183908
HPRR4320316	0.22528735632183908
HPRR3970058	0.24434389140271492
HPRR4320599	0.24434389140271492
HPRR4320551	0.24719101123595505
HPRR4320399	0.24719101123595505
HPRR4320127	0.25
HPRR4320322	0.25
HPRR4320036	0.25333333333333335
HPRR4440366	0.25663716814159293
HPRR4310026	0.2599118942731278
HPRR4320138	0.2631578947368421
HPRR4320683	0.26521739130434785
HPRR4320195	0.26521739130434785
HPRR4340066	0.26521739130434785
HPRR4320329	0.2683982683982684
HPRR4320172	0.2752688172043011
HPRR4320706	0.2754237288135593
HPRR4160392	0.2754237288135593
HPRR4320206	0.2754237288135593
HPRR4320277	0.2754237288135593
HPRR4320359	0.2754237288135593
HPRR4310055	0.2754237288135593
HPRR4320524	0.2857142857142857
HPRR4320654	0.29227557411273486
HPRR4320086	0.29568788501026694
HPRR4340057	0.29568788501026694
HPRR3450023	0.29568788501026694
HPRR4290900	0.29568788501026694
HPRR4320184	0.29568788501026694
HPRR4320270	0.29568788501026694
HPRR4291000	0.30831643002028397
HPRR4320022	0.30831643002028397
HPRR4320620	0.317907444668008
HPRR4320661	0.32064128256513025
HPRR4340071	0.32669322709163345
HPRR4310019	0.33201581027667987
HPRR4320103	0.33201581027667987
HPRR4340070	0.3411764705882353
HPRR4320354	0.34307992202729043
HPRR4320254	0.34307992202729043
HPRR4320319	0.3449612403100775
HPRR4310028	0.3449612403100775
HPRR4290886	0.3474903474903475
HPRR4290948	0.35
HPRR4320536	0.3524904214559387
HPRR4320102	0.35428571428571426
HPRR4320026	0.35428571428571426
HPRR4340013	0.35984848484848486
HPRR4320293	0.3653483992467043
HPRR4310029	0.3656716417910448
HPRR4320571	0.3656716417910448
HPRR4320471	0.3656716417910448
HPRR4530051	0.3656716417910448
HPRR4340109	0.3726937269372694
HPRR4340108	0.3726937269372694
HPRR4340110	0.3726937269372694
HPRR4320403	0.38321167883211676
HPRR4320237	0.38321167883211676
HPRR4320358	0.38545454545454544
HPRR4320561	0.38768115942028986
HPRR3830169	0.3927927927927928
HPRR4320272	0.3942652329749104
HPRR4320384	0.3942652329749104
HPRR4320556	0.398576512455516
HPRR4340086	0.398576512455516
HPRR4290979	0.39929947460595444
HPRR4320431	0.39929947460595444
HPRR4340027	0.39929947460595444
HPRR4310048	0.39929947460595444
HPRR4320137	0.39929947460595444
HPRR4320284	0.39929947460595444
HPRR4320638	0.39929947460595444
HPRR3730453	0.4055459272097054
HPRR4320377	0.4055459272097054
HPRR4320411	0.4055459272097054
HPRR4320676	0.41308089500860584
HPRR4320073	0.41624365482233505
HPRR4320467	0.41624365482233505
HPRR4320527	0.41624365482233505
HPRR4320463	0.41624365482233505
HPRR4320531	0.41624365482233505
HPRR4320052	0.41624365482233505
HPRR4320466	0.41624365482233505
HPRR4320518	0.418212478920742
HPRR4290942	0.4240400667779633
HPRR4320146	0.4240400667779633
HPRR4340072	0.4240400667779633
HPRR4320376	0.4311774461028192
HPRR4320569	0.43305785123966944
HPRR4320201	0.4342105263157895
HPRR4320311	0.4342105263157895
HPRR4320497	0.4360655737704918
HPRR4320177	0.4371941272430669
HPRR4320068	0.4371941272430669
HPRR4290954	0.43769968051118213
HPRR4320168	0.43769968051118213
HPRR4000109	0.43769968051118213
HPRR4290965	0.43769968051118213
HPRR4290983	0.43769968051118213
HPRR4340048	0.43769968051118213
HPRR4320350	0.43769968051118213
HPRR4290988	0.43769968051118213
HPRR4340096	0.43769968051118213
HPRR232684	0.43769968051118213
HPRR4340017	0.44126984126984126
HPRR4320094	0.44126984126984126
HPRR4320239	0.4430379746835443
HPRR4320568	0.44724409448818897
HPRR4320059	0.45241809672386896
HPRR4320058	0.45241809672386896
HPRR4320318	0.45241809672386896
HPRR4320434	0.4537037037037037
HPRR4320564	0.4537037037037037
HPRR4320341	0.4537037037037037
HPRR4320555	0.4537037037037037
HPRR4320587	0.4537037037037037
HPRR4320234	0.4601226993865031
HPRR4340065	0.46412213740458014
HPRR4340019	0.464339908952959
HPRR4291018	0.464339908952959
HPRR4320342	0.464339908952959
HPRR4340067	0.4659606656580938
HPRR4290891	0.47218045112781953
HPRR4320100	0.47717231222385864
HPRR4320092	0.47717231222385864
HPRR4320435	0.47717231222385864
HPRR4340034	0.47717231222385864
HPRR4320275	0.47717231222385864
HPRR4320279	0.47717231222385864
HPRR4320698	0.47717231222385864
HPRR4320391	0.47717231222385864
HPRR4320208	0.47717231222385864
HPRR4291021	0.4780058651026393
HPRR4320374	0.4780058651026393
HPRR3760142	0.48175182481751827
HPRR4320499	0.4876632801161103
HPRR4320368	0.48914616497829233
HPRR4320062	0.4906204906204906
HPRR4340088	0.4964131994261119
HPRR4320412	0.5
HPRR4320474	0.5096952908587258
HPRR4500051	0.5096952908587258
HPRR3760407	0.5096952908587258
HPRR4320496	0.5096952908587258
HPRR4291060	0.5096952908587258
HPRR4320213	0.5096952908587258
HPRR4320712	0.5096952908587258
HPRR4320325	0.5096952908587258
HPRR4320363	0.5096952908587258
HPRR4340073	0.5096952908587258
HPRR4320421	0.5096952908587258
HPRR4320128	0.5096952908587258
HPRR4320520	0.5096952908587258
HPRR4340037	0.5144429160935351
HPRR4290977	0.5144429160935351
HPRR4291051	0.5178082191780822
HPRR4320457	0.5191256830601093
HPRR4340010	0.5217391304347826
HPRR4310002	0.5217391304347826
HPRR4340004	0.5223274695534507
HPRR4320074	0.5223274695534507
HPRR4320338	0.5268817204301075
HPRR3730146	0.5268817204301075
HPRR4320260	0.5294117647058824
HPRR4320247	0.5294117647058824
HPRR4320512	0.5299600532623169
HPRR4320671	0.5299600532623169
HPRR4320148	0.5305039787798409
HPRR4320481	0.5305039787798409
HPRR4320560	0.5317460317460317
HPRR4320703	0.5321100917431193
HPRR4320397	0.5321100917431193
HPRR4320112	0.5321100917431193
HPRR4320218	0.5321100917431193
HPRR4340074	0.5321100917431193
HPRR4310037	0.5343709468223087
HPRR4320009	0.5343709468223087
HPRR4320144	0.5343709468223087
HPRR4291035	0.5343709468223087
HPRR4320603	0.5343709468223087
HPRR4320472	0.537467700258398
HPRR4320082	0.5405405405405406
HPRR4320436	0.541025641025641
HPRR4320242	0.541025641025641
HPRR4110358	0.5421994884910486
HPRR4320523	0.5426751592356688
HPRR4320660	0.5426751592356688
HPRR4320649	0.5456852791878173
HPRR4310038	0.5486725663716814
HPRR4340076	0.5525
HPRR4320507	0.5525
HPRR4320608	0.5525
HPRR4320428	0.5525
HPRR4291027	0.5525
HPRR4320141	0.5551425030978935
HPRR4320170	0.5551425030978935
HPRR4320119	0.5551425030978935
HPRR4320606	0.5551425030978935
HPRR4320228	0.5566502463054187
HPRR4320163	0.5566502463054187
HPRR4320651	0.5566502463054187
HPRR4320711	0.5595092024539877
HPRR4320204	0.5658536585365853
HPRR4320669	0.5703883495145631
HPRR4320633	0.5714285714285714
HPRR4320126	0.572463768115942
HPRR4290882	0.5734939759036145
HPRR4320692	0.5755053507728894
HPRR4290929	0.5755053507728894
HPRR4320054	0.5755053507728894
HPRR4320628	0.5755053507728894
HPRR4320492	0.5755053507728894
HPRR4320636	0.5755053507728894
HPRR4320594	0.5755053507728894
HPRR4320070	0.5808736717827627
HPRR4320702	0.5808736717827627
HPRR4320199	0.5835294117647059
HPRR4290926	0.5878220140515222
HPRR4320157	0.5887850467289719
HPRR4340098	0.5889145496535797
HPRR4320543	0.5889145496535797
HPRR4320087	0.5889145496535797
HPRR4320685	0.5889145496535797
HPRR4310003	0.5889145496535797
HPRR4320110	0.5889145496535797
HPRR4320084	0.5889145496535797
HPRR4320668	0.5940366972477065
HPRR4340091	0.5940366972477065
HPRR4310040	0.5965714285714285
HPRR4320584	0.5990888382687927
HPRR4320332	0.6
HPRR4290914	0.6035634743875279
HPRR4320155	0.6035634743875279
HPRR4320051	0.6035634743875279
HPRR4320291	0.6035634743875279
HPRR4320409	0.6035634743875279
HPRR4320420	0.6035634743875279
HPRR4320125	0.6035634743875279
HPRR4340032	0.6035634743875279
HPRR4320468	0.6035634743875279
HPRR4290943	0.6035634743875279
HPRR4320149	0.6035634743875279
HPRR4320380	0.6059933407325194
HPRR4320018	0.6084070796460177
HPRR4320365	0.609271523178808
HPRR4320160	0.610989010989011
HPRR4320191	0.610989010989011
HPRR4320387	0.6133625410733844
HPRR4320618	0.6142241379310345
HPRR4320455	0.6142241379310345
HPRR4320705	0.6142241379310345
HPRR4320188	0.6142241379310345
HPRR4320475	0.6142241379310345
HPRR4340101	0.6142241379310345
HPRR4320061	0.6142241379310345
HPRR4320063	0.6142241379310345
HPRR3730445	0.6142241379310345
HPRR4340105	0.6142241379310345
HPRR4320269	0.6224598930481283
HPRR4320159	0.6284501061571125
HPRR4320193	0.6284501061571125
HPRR4320088	0.6387434554973822
HPRR4291014	0.6387434554973822
HPRR4320028	0.6387434554973822
HPRR4340038	0.6387434554973822
HPRR4320644	0.6388308977035491
HPRR4320101	0.6388308977035491
HPRR4320360	0.6409989594172737
HPRR4290910	0.6473629782833505
HPRR4340078	0.6496424923391215
HPRR4320678	0.6496424923391215
HPRR4320310	0.6496424923391215
HPRR4320105	0.6496424923391215
HPRR4320697	0.6496424923391215
HPRR4320591	0.6496424923391215
HPRR4320081	0.6496424923391215
HPRR4320572	0.6517311608961304
HPRR4320635	0.6531440162271805
HPRR4320461	0.6531440162271805
HPRR4320120	0.6531850353892821
HPRR4290946	0.6531850353892821
HPRR4310017	0.6535044422507403
HPRR4320245	0.6535044422507403
HPRR4320694	0.6535044422507403
HPRR4320450	0.6535044422507403
HPRR4340084	0.6535044422507403
HPRR4320134	0.6535044422507403
HPRR4320565	0.6535044422507403
HPRR4320364	0.6535044422507403
HPRR4340055	0.6535044422507403
HPRR4291052	0.6535044422507403
HPRR4310053	0.6535044422507403
HPRR4320053	0.6535044422507403
HPRR3890842	0.6535044422507403
HPRR3700338	0.6535044422507403
HPRR4320386	0.6535044422507403
HPRR4340011	0.6535044422507403
HPRR4320579	0.6541871921182266
HPRR4320544	0.6588235294117647
HPRR4320346	0.6601752677702045
HPRR4320142	0.6601752677702045
HPRR4340009	0.6601752677702045
HPRR4320300	0.6601752677702045
HPRR4320077	0.6640851887705711
HPRR4320045	0.6640851887705711
HPRR4340081	0.6641148325358852
HPRR4320020	0.6641148325358852
HPRR4340100	0.6641148325358852
HPRR4040559	0.6641148325358852
HPRR4320444	0.6641148325358852
HPRR4320486	0.6641148325358852
HPRR4320656	0.6641148325358852
HPRR4310016	0.6641148325358852
HPRR4320375	0.6666666666666666
HPRR4320681	0.6666666666666666
HPRR4320437	0.6710775047258979
HPRR4320014	0.6710775047258979
HPRR4320533	0.6710775047258979
HPRR4320460	0.6754221388367729
HPRR4320708	0.6754221388367729
HPRR4291047	0.6754221388367729
HPRR4320554	0.6796296296296296
HPRR4290932	0.6796296296296296
HPRR4340053	0.6796296296296296
HPRR4320309	0.6796296296296296
HPRR4320488	0.6796296296296296
HPRR3071109	0.6796296296296296
HPRR4320689	0.6796296296296296
HPRR4320216	0.6801099908340972
HPRR4291026	0.6801099908340972
HPRR4320187	0.6801099908340972
HPRR4320352	0.6801099908340972
HPRR4290935	0.6801099908340972
HPRR4320271	0.6801099908340972
HPRR4340007	0.6801099908340972
HPRR4290883	0.6819012797074955
HPRR4320097	0.6824385805277525
HPRR4320046	0.6824385805277525
HPRR4320249	0.6824385805277525
HPRR4291020	0.6847826086956522
HPRR4320600	0.6847826086956522
HPRR4320048	0.6940966010733453
HPRR4320265	0.6940966010733453
HPRR4310013	0.6940966010733453
HPRR4320315	0.6940966010733453
HPRR4320424	0.695807314897413
HPRR4320469	0.6968085106382979
HPRR4320326	0.6968085106382979
HPRR4320639	0.6968085106382979
HPRR4320495	0.6968085106382979
HPRR4340062	0.6973451327433628
HPRR4320674	0.6978798586572438
HPRR4320089	0.6984126984126984
HPRR4320538	0.698943661971831
HPRR4320240	0.6993865030674846
HPRR4320394	0.6993865030674846
HPRR4320129	0.6993865030674846
HPRR4320545	0.6999125109361329
HPRR3780090	0.7019064124783362
HPRR4320143	0.7019064124783362
HPRR4340001	0.7019064124783362
HPRR4290981	0.7019064124783362
HPRR4320010	0.7019064124783362
HPRR4310011	0.7019064124783362
